,Names,A,bmb,ismr,A_nf,bmb_nf,ismr_nf,bml,bmg,ismr_l,ismr_g,bml_nf,bmg_nf,ismr_nf_l,ismr_nf_g,lon_min,lat_min,lon_max,lat_max
0,Larsen G,0.4406673196320431,0.04779286233799141,0.11840136897301738,0.3759702797239284,0.05260175895250912,0.1527394694123805,0.0644836997592628,-0.016690837421271375,0.1978679121498248,-0.21464938792262073,0.058521562739808165,-0.00591980378729905,0.1975350755199044,-0.1229969461356689,-62.55,-74.7,-61.35,-74.36
1,Larsen F,0.9601254620926517,0.24088974752313425,0.273901780650657,0.7301286441502628,0.22478253851639535,0.3360993797088198,0.2880195778359148,-0.04712983031278056,0.44793178906239317,-0.19930054049649354,0.2659285247495683,-0.041145986233172914,0.5370564662719455,-0.23696349840737918,-61.96,-74.44,-60.55,-73.85
2,Larsen E,1.334645573448701,0.9127842850069304,0.7466322250164565,1.1174731808046034,0.7987509146861624,0.7803308662241969,1.0494804567536693,-0.1366961717467398,1.149081421151155,-0.4420761049452095,0.9343805236441677,-0.13562960895800522,1.281517601849377,-0.4605652461804914,-62.61,-73.72,-60.05,-73.11
3,Larsen D,14.426196402263507,3.006914985334392,0.2275484257525906,12.952375385560586,2.618691761058768,0.2207188809142723,4.2952501853036855,-1.2883351999692887,0.4833773600978376,-0.29764142652544273,3.876437080844866,-1.2577453197860953,0.5029828834570949,-0.3025259411019824,-62.7,-73.0,-59.3,-69.4
4,Larsen C,55.656520476830345,13.117930029907198,0.25730829360932667,54.0669163710929,11.090351120672176,0.22393306353879006,14.341789061859446,-1.2238590319522178,0.315833036807147,-0.2196455969768054,12.314210152624405,-1.2238590319522178,0.28016561874378465,-0.2196455969768054,-65.5,-69.3,-60.0,-66.1
5,Larsen B,4.450565200479057,3.250668983943559,0.7973740651933248,3.1851642133337084,1.475542661758464,0.5057366987519144,3.2543961580748078,-0.0037271741312490405,0.812281729142923,-0.053070393885508965,1.479269835889713,-0.0037271741312490405,0.519519703438005,-0.053070393885508965,-62.75,-66.1,-59.0,-65.0
6,Wordie,0.961658706512344,0.40336926602543743,0.4579165745023155,0.5339000655939403,0.12909055546181494,0.26396054819891773,0.40343037998535314,-6.111395991572065e-05,0.46176186789958185,-0.0084843746016662,0.12915166942173067,-6.111395991572065e-05,0.26803330088981847,-0.0084843746016662,-68.24,-69.49,-66.86,-68.75
7,Wilkins,15.11585784995973,25.203838495850004,1.8202809130210136,12.995173625587368,16.709586040090784,1.4037447042174283,25.217697100486763,-0.013858604636764905,1.834274456718617,-0.14130517387756192,16.72344464472755,-0.013858604636764905,1.4165804006479499,-0.14130517387756192,-75.0,-71.5,-69.5,-69.7
8,Bach,5.3271556035745276,18.146229015007513,3.718737570048328,4.5692022658906595,12.11464192009009,2.894507803812628,18.210654448714966,-0.06442543370745385,4.397840275265643,-0.08719608835355228,12.166230676714639,-0.051588756624553325,3.5262502509766644,-0.07016968742415206,-75.37,-72.38,-70.3,-71.5
9,George VI 1,12.912625828400756,89.70268961228659,7.583949364869297,12.146633635188262,83.84645650897502,7.535868424061646,89.73460232355005,-0.031912711263454324,7.600817951696903,-1.4471994503171925,83.87209570603126,-0.025639197056241562,7.550642973022513,-1.3952897742616024,-74.5,-73.8,-67.0,-72.6
