,ismr,A,bmb,ismr shallow,A shallow,bmb shallow,ismr mid,A mid,bmb mid
HarbordGlacier,0.3471025032610489,0.06510580427132813,0.020700123077692124,0.3471025032610489,100.0,100.0,0.0,0.0,0.0
Harmon Bay,0.49029354993144636,0.02825897313994579,0.012691356108512493,0.49029354993144636,100.0,100.0,0.0,0.0,0.0
Hayes Coats Coast,1.2540800287899574,0.008148292187448497,0.009360247218938347,0.5392403594370876,49.9992557968598,21.49911971208122,1.96889841902248,50.0007442031402,78.50088028791879
Helen,2.225723204924126,0.24686784819345828,0.5033049004188617,5.163634205525689,21.868499727096182,50.734490688033475,1.4574914794745486,65.62603368492262,42.97451934538514
Holmes,1.6764532115562352,2.1394404301981336,3.285391350607244,2.6415891072038438,8.836546729489672,13.923756073245276,1.614288759287228,47.4463018078419,45.686948582984286
Holt,1.6463196801765974,0.044482316168420834,0.06708061507556452,0.8112581318398028,36.35921914060884,17.916758543517062,1.9413089693121983,54.54885664136523,64.32297805748658
HornBluff,1.3074655534147204,0.12898578681939013,0.1544783374021455,1.4527533832915307,39.39046607127884,43.767602676052505,1.213042201800391,60.60953392872119,56.232397323947524
Hoseason,1.6150548552574244,0.10843307668991124,0.1604148361523443,1.663276920588742,64.27152483331068,66.19053436996282,0.9428307608166654,17.863007857154855,10.428000778803865
Hovde,1.348801796315185,0.011776863320566731,0.014550343431992758,1.348801796315185,100.0,100.0,0.0,0.0,0.0
Hull,0.8280915350258659,0.20266455180183096,0.1537275166139671,0.5831931314391362,31.993830810824438,22.532028873735324,0.7264778334351752,46.00149359752688,40.356728682741036
Hummer Point,1.7166618493689387,0.02827343543821933,0.04445891001812639,2.03890076866485,42.8564686484488,50.90116431591058,1.4749893132921084,57.14353135155121,49.09883568408942
Ironside,0.24337970731975936,0.07196349626859674,0.016043240468154828,0.24337970731975936,100.0,100.0,0.0,0.0,0.0
Jackson,1.0322924203236863,0.05664777277101414,0.05356499287711853,1.136998036691401,71.42577241275075,78.67050208215215,0.7705642772905417,28.57422758724925,21.32949791784785
Jelbart,0.9280619374056283,10.612422120050248,9.021670290502964,0.8649623941849388,9.146448972698403,8.524575874570942,1.1853203430593828,49.65680491684824,63.42165179601133
Kirkby,0.51598270613906,0.011895248577831552,0.005622172177069879,0.51598270613906,100.0,100.0,0.0,0.0,0.0
Land,5.778838530553475,0.6337334976786679,3.3546150959109244,5.370489473391413,5.127201700603469,4.764899142874688,5.702587585083031,51.92224040609547,51.237133891875274
LarsenA,1.1333818181082116,0.6941656814784283,0.7206673621223895,1.1333818181082116,100.0,100.0,0.0,0.0,0.0
LarsenB,0.36450095883103584,2.0264832801973935,0.6766080703973057,0.19073056354461823,23.29083723466186,12.187277985329619,0.3712535896960564,71.974203895807,73.30757550687397
LarsenC,0.21784059833924932,45.62403095973478,9.103909841871959,0.29631221526752727,13.710299782099789,18.649091727563206,0.1690452117510337,81.00099577640893,62.85711014134995
LarsenD,0.2772646179205817,21.644901721736225,5.497250711718078,0.23347493953868442,80.36755407861095,67.67473603411639,0.4541830799252277,16.22673791734519,26.58077997730776
LarsenD 1,0.3050117399160861,0.039345474655226455,0.010992761821092035,0.26402688831381443,90.00042445809994,77.90694228075327,0.6738928014272005,9.999575541900082,22.093057719246737
LarsenE,0.8300194430837687,1.1496641682676487,0.8740871492138531,0.23242206221161654,18.889369425989873,5.28940163082726,0.8844876161135662,41.60812877212765,44.33856933745495
LarsenF,0.3205886483937712,0.7865840665971611,0.23098764924674928,0.0421754396352052,50.7739290546132,6.6796275869842585,0.47761204285789255,39.48987026393216,58.831894714448794
LarsenG,0.1344530856569298,0.39214864301094327,0.04829664510152322,-0.01777122874917836,40.211937753213185,-5.314980617726276,0.2368353075486078,59.78806224678681,105.3149806177263
Lauritzen,1.885997951867368,0.49082174121553784,0.8479309395766632,1.2059409084761568,10.397305079484314,6.648223303128402,1.9463182514224933,57.588129510049605,59.429983696278256
Lazarev,0.39596375744724627,8.34616604017539,3.027177807240557,0.37225312071946093,51.19192525615374,48.12651050463738,0.4546293200664601,41.843051277737416,48.04247255997458
Lillie,2.4840945772315015,0.7379448661553369,1.6791423537260657,1.5478773794860854,11.274324059038731,7.025204007904988,2.194656277399664,15.575314314389333,13.760531360542402
Liotard,1.162049005785721,0.011584331502219667,0.012330789788839457,1.162049005785721,100.0,100.0,0.0,0.0,0.0
Mandible Cirque,0.17404531725733952,0.020087643750987306,0.0032024828619071875,0.17404531725733952,100.0,100.0,0.0,0.0,0.0
Manhaul,0.09118541093401451,0.008005619982488124,0.0006686761050624197,0.09118541093401451,100.0,100.0,0.0,0.0,0.0
Marin,0.13969676202460868,0.012215409495225123,0.00156311108841145,0.13969676202460868,100.0,100.0,0.0,0.0,0.0
Mariner,0.7068990554625934,2.6500351833246203,1.7159495491198886,0.3756031468632771,44.025210182106115,23.39231798081148,1.0355994610056563,49.606888718689056,72.67355476323803
Marret,2.6535169733142205,0.019278276609565256,0.04685819452695078,0.0,0.0,0.0,2.6535169733142205,100.0,100.0
Matusevitch,6.500389769810387,0.23973498616778735,1.4274677000204588,2.7109032452140323,6.554189198928144,2.733339599363646,4.055256125153901,16.392211013311318,10.226250497358253
May Glacier,2.6932743041316654,0.23861195635760132,0.5886650648563269,4.6985016949193215,9.674094362034715,16.87676174948108,2.86515579908303,56.450443109976455,60.05304182690809
McLeod,0.17875855649261096,0.01573327130788477,0.0025762104910001505,0.17875855649261096,100.0,100.0,0.0,0.0,0.0
Mendelssohn,3.4745774517207626,0.43720357795418974,1.391493487494481,3.452172421851122,46.356340268650904,46.057421852585115,3.448555080245154,51.82516705322943,51.43702956958328
Mertz,1.3442430567891244,5.306812637638934,6.534419774313466,1.9643707260978678,4.30578762097181,6.292138250380748,1.5973866336986497,70.71112813708557,84.02722288165195
Morse,1.5448701852889088,0.019259833524354213,0.02725461140822881,2.208121676225378,39.999394555767424,57.17213717731493,1.1027136790462049,60.000605444232576,42.82786282268508
Moscow University,1.225841436431749,5.67985712039,6.377745457446354,3.178201982180916,0.8170811293837744,2.1184215085510507,2.854795857022736,19.46538644819844,45.33188627512779
Moubray,0.21351986009573076,0.13576680805924615,0.026553841434008022,0.21351986009573076,100.0,100.0,0.0,0.0,0.0
Mulebreen,0.8608068470650367,0.2756190627892086,0.21732537521042866,0.5973513962150765,45.0606375979884,31.26954075153433,0.9274085070756984,42.2562108257233,45.52562462784312
Myers,0.23866818460027941,0.10077184684110463,0.0220307469098556,0.22529145300086356,96.15180842153913,90.76274939715555,0.572902306740275,3.848191578460855,9.237250602844457
Nansen,0.08380620933025296,1.8590250604846905,0.14271082452615622,-0.014073463739255191,62.7722699893956,-10.541262665218607,0.13919401381500815,23.299380998164818,38.69801994932802
Nickerson,3.8741920926038746,6.347300588913294,22.52504616386819,3.230287150021324,44.52290645886821,37.123036023497605,4.250213764234438,47.46591850178263,52.0728697302966
Ninnis,2.631321330253699,1.753647041075298,4.226798520264623,3.0082615043379834,6.680232516104997,7.637184439305254,2.1280524070436138,29.395573162765714,23.773348965866905
Nivl,0.3251839835659777,7.141814655203364,2.12732182535352,0.893596190231057,19.588462010044243,53.828527569869856,0.19316600801299183,65.15302866450072,38.702245784267376
Noll,3.821742855169031,0.10623329297708269,0.3718926368292797,3.4344272725752143,18.513720181091866,16.637442108583674,3.9097411333313707,81.48627981890813,83.36255789141634
Nordenskjold,0.45518769043846813,0.21182721346086258,0.08832176430161602,0.4720699545532069,42.30634309440297,43.875425195811474,0.44280804775058735,57.693656905597045,56.124574804188576
Parker,0.13466338794441277,0.05241386607939503,0.00646533756386872,0.13466338794441277,100.0,100.0,0.0,0.0,0.0
Paternostro,1.7909768853371588,0.003933043799917837,0.0064522953297590675,1.7909768853371588,100.0,100.0,0.0,0.0,0.0
Perkins,0.2289964021702673,0.004050322596987509,0.000849598520942591,0.2289964021702673,100.0,100.0,0.0,0.0,0.0
Philbin Inlet,0.5507676949668744,0.08063867786960802,0.04068247172164501,0.526394784053677,79.99593418516268,76.45590488582215,0.6482345697192471,20.00406581483734,23.544095114177843
Pine Island,6.995968424895628,5.688085712174944,36.45099992507589,2.6561492198928316,8.380723242038162,3.181897079789847,3.6587054402758885,42.75094164294614,22.35760559029362
Porter,2.1969317334857816,0.05418630831434298,0.10904395615470165,1.4989531369740696,14.286938591553636,9.747891157995248,2.3132731309661776,85.71306140844635,90.25210884200476
PourquoiPas,4.994681084181634,0.18479612616048263,0.845465907639646,3.3014229121249627,2.082333723951521,1.3763970413879676,2.8921645301978103,6.248865845955706,3.6183988224743273
Prince Harald,1.2406989894454017,5.0564147607718,5.746515634458254,1.6762684845794371,32.20145212231194,43.50634586593291,0.980558917232722,61.11032728217434,48.29719122954359
Publications,0.6537342635103001,1.4886581106190446,0.8914391212247854,0.6732130099058278,31.997304695854506,32.95070031591004,0.5821856923144851,54.50540164340523,48.540005873724546
Quar,1.0261869878034888,2.112263078026181,1.9855004271072023,1.919098430812729,5.83228693109002,10.907108383299647,0.9510828931711746,79.0821226335855,73.29429712752436
Quatermain Point,0.11280793182235464,0.01198590993320913,0.0012385288308860943,0.11280793182235464,100.0,100.0,0.0,0.0,0.0
Rayner Thyer,0.2898711855996325,0.6146339742906809,0.16319884581510755,0.18542676895500973,77.83892627249729,49.79253307906119,0.6706977919872108,19.626037148826132,45.410307871571185
Rennick,0.2531929371234695,3.2082634745874197,0.7440756414122114,0.6982320165140093,26.2758571596172,72.46112367363095,0.10618518144059078,33.47921346534308,14.040661626244798
Richter,5.4370163467648345,0.0940173449775226,0.4682352388343524,8.06512742092309,4.347028981434999,6.44826875655432,5.317579648833318,95.652971018565,93.55173124344567
Riiser-Larsen,0.7854089420762901,42.85137000983436,30.828757854324266,0.5456888791666514,21.100838457261773,14.660506483132643,0.9062520982673015,70.06617811775354,80.84657244788184
Ronne,0.2789158050380406,332.37580573168515,84.91765673463125,0.23732895935769063,0.8479937536381512,0.7215563673966641,0.5378576334394494,32.69797070508862,63.054344085351424
Rose Point,0.4028681832118497,0.012141626667449225,0.004480591170304661,0.4028681832118497,100.0,100.0,0.0,0.0,0.0
Ross East,0.14534510333310754,188.7537727469319,25.129943929645776,0.29390473724972344,9.50275479926031,19.215677641538683,0.11553241655756084,82.58202612449782,65.64308548129483
Ross West,0.1479781238078071,301.6484532704186,40.887832902666894,0.35340011936120724,0.8201715398998008,1.9587268214976699,0.08374562965892808,64.44118111806803,36.46935877972576
Rund Bay,1.8058036916938867,0.08128051494966496,0.13444741502633875,1.8058036916938867,100.0,100.0,0.0,0.0,0.0
Rydberg Peninsula 1,0.5788055040056861,0.0040128171468637895,0.00212753883647461,0.5788055040056861,100.0,100.0,0.0,0.0,0.0
Sandford,2.390396463921022,0.01931689998391843,0.042296345264574785,0.0,0.0,0.0,2.390396463921022,100.0,100.0
Shackleton,0.739079781509494,25.263049846924208,17.103010974793452,0.5962676139214254,44.23555452934846,35.68793141091617,0.5983999552789384,45.87063663561028,37.13940984193054
Shirase,1.7186316791307898,0.6512521453305816,1.0252445123493963,1.7761313239634269,36.34873421711643,37.56484080526984,1.6214086467793238,57.58807071078327,54.33031226855286
Skallen,0.4855646412594127,0.03151486246008432,0.014017092642449847,0.4855646412594127,100.0,100.0,0.0,0.0,0.0
Slava,0.7397243331902909,0.25861023564250346,0.17523106025102075,0.3493179735344392,34.865961985669834,16.464656683167274,0.9620558856957444,62.105552271885436,80.77199764385998
SmithInlet,1.6259110062182993,0.09135621205069208,0.1360599567242239,1.225253608640939,34.779819373093474,26.209367567957365,1.9093866681455065,60.8717630859584,71.48468302282693
Sorsdal,1.2799131014353662,0.12908886755130183,0.15134384007078322,1.2799131014353662,100.0,100.0,0.0,0.0,0.0
Stange,2.048213934006034,7.797918745130047,14.630174140300317,1.9474699813265781,61.17863784947255,58.16949037021201,2.269347566215667,32.42257803158752,35.92305341000779
Sulzberger,3.8648699714065993,11.963173106292514,42.35227538714395,2.091054092174497,20.008423776985882,10.825382671697232,2.963840929395551,56.184067642317416,43.085702880095674
Suter,0.20389520266336877,0.0362316907180634,0.006766920616365166,0.20389520266336877,100.0,100.0,0.0,0.0,0.0
Suvorov,0.9346909368420345,0.20132867523621067,0.17237296067184474,0.7328920335199236,15.691947412977667,12.30407057143481,0.9737273872868659,78.425340350828,81.7006977888359
Swinburne,8.314045501870806,0.8222666746949006,6.262108094046231,4.513699873218751,33.329293117262715,18.094491554563668,9.468136781351598,49.750436158412626,56.65640564196551
Telen,0.5857679808423998,0.01969294116499531,0.010566512854889812,0.5857679808423998,100.0,100.0,0.0,0.0,0.0
Thomson,1.4955593529850413,0.0642953120176115,0.08808022900078384,1.4138965226686893,68.74682426472577,64.9930045092523,1.6751910260115364,31.25317573527423,35.0069954907477
Thwaites,8.352289712951434,4.092004158854735,31.306685485082888,4.657229504645102,7.6188918112959785,4.248287470350222,6.76020920705696,75.6348147171878,61.21760480031303
Tinker,0.11586590095460159,0.10090209360626091,0.01070905857724779,0.11586590095460159,100.0,100.0,0.0,0.0,0.0
Totten,1.2392165209980437,5.916827517626243,6.716323057152266,1.937491336313658,2.3482866002986524,3.671501199480277,1.4480345600677804,20.042682719071912,23.420037388070956
Tracy Tremenchus,0.8481043257125028,2.730981108902964,2.121599712980153,0.8448825942193812,99.57833076141041,99.20005814267697,1.6089249284188705,0.42166923858957384,0.7999418573230471
Tucker,1.0292958139186763,0.41277800788217905,0.3891815388411886,0.46828052794295566,23.306215263540555,10.603216918188343,0.7971245990151905,37.86239265313084,29.32203177479083
Underwood,2.6599059476287157,0.14277432667906684,0.347865913123339,2.4034735511679353,43.22950114212688,39.061893416913044,3.2365989552357877,21.621449007911306,26.30918560563246
Utsikkar,1.044486937554583,0.08931299112891655,0.0854502073706828,1.044486937554583,100.0,100.0,0.0,0.0,0.0
Venable,4.831692299790515,3.1339502178650633,13.87033135219628,6.771827474679711,3.9675225658237765,5.560655904934596,4.680639185471826,89.62775049177519,86.82571965016939
Verdi,4.828701252232768,0.09953754300074057,0.44026354561517356,0.0,0.0,0.0,4.828701252232768,100.0,100.0
Vigrid,0.8239315492749856,2.013369110108174,1.5195325504209058,1.5296079839520687,8.436174410707999,15.661543418243824,0.9669726715642268,55.58424725234929,65.23411818589341
Vincennes Bay,1.9274382325813055,0.9070001725411082,1.601339117514433,1.6056080499146768,18.71533512442053,15.590379097324938,1.6880083696072419,52.76679642662935,46.212009547109815
Voyeykov,2.2043989018571106,0.5827976507084118,1.176802147123498,2.3652382925659725,69.5240052048068,74.59667994954579,1.8374806531853898,30.475994795193138,25.40332005045424
Walgreen Coast 1,6.554850296724998,0.08866512180379328,0.5323669255677135,2.178611797189583,9.090623522019976,3.0214175385175426,5.1089187481383735,59.08810456407495,46.053885525072864
Walgreen Coast 2,4.900252587921809,0.012074714327259893,0.0541989415196038,0.0,0.0,0.0,4.900252587921809,100.0,100.0
WattBay,0.5913898632556144,0.07749068986019725,0.041977722967684816,0.582855957525382,39.994384746469116,39.4172556301767,0.5869292037360876,50.00408441863168,49.626920031759575
West,1.3911098649185545,15.06395007719137,19.195338354231684,1.775254384630084,29.245139755447063,37.32096500014166,1.0897071699803744,48.4078603281495,37.91964517919761
Whittle,1.7883155032899858,0.06546246552967255,0.10723386846311454,1.7972536876314167,94.11833124826666,94.58874432306088,1.6452868782323549,5.881668751733357,5.411255676939114
Wilkins,1.3756809287466878,12.702893115737012,16.00721706409189,1.3351519103857779,92.69411528833456,89.96324839764371,1.9175083393758976,7.180870866397802,10.009137644180191
Williamson,2.9666336026348787,0.10019598136643179,0.2722762048963015,3.117471541677972,92.30805826315171,97.00144448149595,1.1564850417347605,7.691941736848294,2.9985555185040416
WilmaRobertDowner,0.5321749598637782,0.7974646365783934,0.38874189124292224,0.5185306755182968,64.05189849882242,62.409689860878395,0.4324059949830061,23.79841625777136,19.336832126779278
Withrow,1.7678916832962486,0.6215453928814576,1.0065236366734651,1.7395844410911696,42.09401199599576,41.42000837676245,1.875696112696264,48.032678561409504,50.96166768093091
Wordie (Harriott Headland),0.13077055551460862,0.0392184852409606,0.004697818760884136,0.13077055551460862,100.0,100.0,0.0,0.0,0.0
Wordie (Harriott),0.21206369612525494,0.06663971396510211,0.012944787471787105,0.21206369612525494,100.0,100.0,0.0,0.0,0.0
Wordie (Prospect),0.19503377863648041,0.1611378107646596,0.028787421561011786,0.18688833652042486,97.56126378766113,93.48668946260123,0.5208909266670503,2.438736212338875,6.513310537398781
Wylde,0.3926768243582604,0.10873420924499203,0.03911082205065394,0.3926768243582604,100.0,100.0,0.0,0.0,0.0
Zelee,2.7054899482103045,0.04253418875581791,0.10540945124287691,2.7054899482103045,100.0,100.0,0.0,0.0,0.0
Zubchatyy,1.0420831412351024,0.24810860936176615,0.23683161589424287,1.0817078811788645,53.13405785617073,55.15445636507683,0.9971587648458239,46.86594214382925,44.8455436349232
Ant_bounds all,0.6969823048640784,1523.328094322068,972.5471772402357,1.0943938380355,12.312107293808367,19.332333491886146,0.7498165640449944,50.83947705922029,54.69332828158794
George V Coast/Wilkes subglacial basin,1.9242061334361173,27.029972206284683,47.642294288241736,1.7383757342175536,35.26869622009815,31.862618365645247,1.7772544543641644,37.44804487033828,34.58813658087078
Amery/Prydz Bay,0.3100699522867602,65.52724934447328,18.611316467194605,1.687847318642637,8.091214905677283,44.04404645593884,0.2833170814710908,33.69064480065641,30.783812128218297
Bellingshausen Sea,4.296890467898979,68.17624980175938,268.3384241658143,3.371288464435342,59.30632152255686,46.531024961139906,5.390220410237513,37.97409606883133,47.636482526076804
Sabrina Coast/Aurora subglacial basin,1.5966436893201696,73.25835743500072,107.14222458511672,2.1363259031712354,43.20771265981782,57.8123700293148,1.0773214617531304,33.872034139546116,22.85486084080847
Amundsen Sea,2.813947514619834,93.28395716311977,240.44648202236527,2.458891312606403,20.620036804979257,18.018256951120932,2.6745910359212086,52.08779031529329,49.50822157642445
