,ismr,A,bmb,ismr <200,A <200,bmb <200,ismr <400,A <400,bmb <400
Voyeykov,2.2043989018571106,0.5827976507084118,1.176802147123498,2.3652382925659725,69.5240052048068,74.59667994954579,2.2043989018571106,100.0,100.0
Walgreen Coast 1,6.554850296724998,0.08866512180379328,0.5323669255677135,2.178611797189583,9.090623522019976,3.0214175385175426,4.718205720148247,68.17872808609492,49.07530306359041
Walgreen Coast 2,4.900252587921809,0.012074714327259893,0.0541989415196038,0.0,0.0,0.0,4.900252587921809,100.0,100.0
WattBay,0.5913898632556144,0.07749068986019725,0.041977722967684816,0.582855957525382,39.994384746469116,39.4172556301767,0.5851190954350316,89.99846916510081,89.04417566193626
West,1.3911098649185545,15.06395007719137,19.195338354231684,1.775254384630084,29.245139755447063,37.32096500014166,1.3478932552546705,77.6530000835966,75.24061017933938
Whittle,1.7883155032899858,0.06546246552967255,0.10723386846311454,1.7972536876314167,94.11833124826666,94.58874432306088,1.7883155032899858,100.0,100.0
Wilkins,1.3756809287466878,12.702893115737012,16.00721706409189,1.3351519103857779,92.69411528833456,89.96324839764371,1.3770225175898239,99.87498615473224,99.97238604182377
Williamson,2.9666336026348787,0.10019598136643179,0.2722762048963015,3.117471541677972,92.30805826315171,97.00144448149595,2.9666336026348787,100.0,100.0
WilmaRobertDowner,0.5321749598637782,0.7974646365783934,0.38874189124292224,0.5185306755182968,64.05189849882242,62.409689860878395,0.4951997289744476,87.85031475659383,81.74652198765764
Withrow,1.7678916832962486,0.6215453928814576,1.0065236366734651,1.7395844410911696,42.09401199599576,41.42000837676245,1.812124641227547,90.1266905574053,92.38167605769338
Wordie (Harriott Headland),0.13077055551460862,0.0392184852409606,0.004697818760884136,0.13077055551460862,100.0,100.0,0.13077055551460862,100.0,100.0
Wordie (Harriott),0.21206369612525494,0.06663971396510211,0.012944787471787105,0.21206369612525494,100.0,100.0,0.21206369612525494,100.0,100.0
Wordie (Prospect),0.19503377863648041,0.1611378107646596,0.028787421561011786,0.18688833652042486,97.56126378766113,93.48668946260123,0.19503377863648041,100.0,100.0
Wylde,0.3926768243582604,0.10873420924499203,0.03911082205065394,0.3926768243582604,100.0,100.0,0.3926768243582604,100.0,100.0
Zelee,2.7054899482103045,0.04253418875581791,0.10540945124287691,2.7054899482103045,100.0,100.0,2.7054899482103045,100.0,100.0
Zubchatyy,1.0420831412351024,0.24810860936176615,0.23683161589424287,1.0817078811788645,53.13405785617073,55.15445636507683,1.0420831412351024,100.0,100.0
Ant_bounds all,0.6969823048640783,1523.3280943220682,972.5471772402359,1.0943938380354998,12.312107293808367,19.33233349188614,0.8169957553802907,63.15158435302853,74.02566177347406
Amery/Prydz Bay,0.3100699522867602,65.52724934447328,18.611316467194605,1.687847318642637,8.091214905677283,44.04404645593884,0.5553096655817995,41.7818597063338,74.82785858415725
George V Coast/Wilkes subglacial basin,1.9242061334361173,27.029972206284683,47.642294288241736,1.7383757342175536,35.26869622009815,31.862618365645247,1.7583976993760417,72.71674109043654,66.45075494651599
Sabrina Coast/Aurora subglacial basin,1.5966436893201696,73.25835743500072,107.14222458511672,2.1363259031712354,43.20771265981782,57.8123700293148,1.6709554773054753,77.07974679936382,80.66723087012365
Western East Antarctica,1.0545853629958277,151.27760823338647,146.13419867502202,1.116933970623092,31.247025185199966,33.09439437991102,1.0338629366667562,87.18785225531582,85.47462551374856
Ross Sea,0.3343573134335864,531.4887379825094,162.7797462416669,0.9421759478142478,7.519612396249417,21.18930154054909,0.28719947497413323,76.38506126733209,65.61169327077715
