,station_id,station_name,amp,rel_amp
20,23,20080- Mawson,0.06107966330537697,1.9483146189912912
23,28,Base (gravity measurements on the RIS),0.15135956385639,1.9405072289280767
29,34,LAS,0.07126966959571795,2.352134310089702
32,37,RI   (gravity measurements on the RIS),0.16505458628316796,2.666471506997867
65,73,Ross Ice Shelf DFLT,0.4252204736630414,3.3747656639923918
