,station_id,station_name,amp,rel_amp
25,30,c16  (gravity measurements on the RIS),0.03812341447297474,1.9550468960499865
30,35,McMurdo,0.07101631795640997,3.4473940755538823
31,36,O19  (gravity measurements on the RIS),0.053793024945304226,2.490417821541862
65,73,Ross Ice Shelf DFLT,0.42851585395111713,3.0828478701519217
70,78,Scott Base Tide Gauge,0.058616317956409966,1.7762520592851505
